name,region,delegation,commune,category_code,category_name,facility_type,departments
Hopital Mère-Enfant,Marrakech-Safi,Marrakech,Gueliz,HIR,Hôpital Intégré de Référence,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Réanimation,Maternité"
Centre d'Hématologie Oncologie,Marrakech-Safi,Marrakech,Gueliz,HIR,Hôpital Intégré de Référence,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Réanimation,Maternité"
Arrazi,Marrakech-Safi,Marrakech,Gueliz,HIR,Hôpital Intégré de Référence,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Réanimation,Maternité"
El Antaki,Marrakech-Safi,Marrakech,Marrakech-Médina,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
Ibn Zohr,Marrakech-Safi,Marrakech,Marrakech-Médina,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
Mhamid,Marrakech-Safi,Marrakech,Ménara,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Charifa,Marrakech-Safi,Marrakech,Sidi Youssef Ben Ali,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Saada,Marrakech-Safi,Marrakech,Saada,HPsyR,Hôpital Psychiatrique Régional,Hôpital,"Psychiatrie,Santé mentale,Addictologie"
Benguerir,Marrakech-Safi,Rehamena,Ben Guerir,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Mohamed V,Marrakech-Safi,Safi,Safi,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Aisha,Marrakech-Safi,Safi,Safi,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Lalla Hasna,Marrakech-Safi,Youssoufia,Youssoufia,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
My Ali Cherif,Drâa-Tafilalet,Errachidia,Errachidia,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
Erfoud,Drâa-Tafilalet,Errachidia,Arfoud,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Hôpital Amir Soultan Ibn Abdelaziz,Drâa-Tafilalet,Errachidia,Errachidia,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
20 Aout (Goulmima),Drâa-Tafilalet,Errachidia,Goulmima,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Midelt,Drâa-Tafilalet,Midelt,Midelt,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
HPr Rich,Drâa-Tafilalet,Midelt,Er-rich,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Sidi Hssain Bencer,Drâa-Tafilalet,Ouarzazate,Ouarzazate,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Bougafer,Drâa-Tafilalet,Ouarzazate,Ouarzazate,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Tinghir,Drâa-Tafilalet,Tinghir,Tinghir,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
HPr Kalaat M'gouna,Drâa-Tafilalet,Tinghir,Kalaat M'Gouna,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Boumalène Dades,Drâa-Tafilalet,Tinghir,Boumalne Dades,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Ed-Derrak,Drâa-Tafilalet,Zagora,Zagora,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
C. d'Oncologie d'Agadir,Souss-Massa,Agadir Ida Ou Tanane,Agadir,CRO,Centre Régional d'Oncologie,Hôpital,"Oncologie,Chimiothérapie,Radiothérapie,Hématologie oncologie"
Hassan II,Souss-Massa,Agadir Ida Ou Tanane,Agadir,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
Mokhtar Soussi,Souss-Massa,Chtouka Ait Baha,Biougra,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Inezgane,Souss-Massa,Inezgane Ait Melloul,Inezgane,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Mokhtar Es-Soussi,Souss-Massa,Taroudant,Taroudannt,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Oulad Teima,Souss-Massa,Taroudant,Oulad Teima,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Tata,Souss-Massa,Tata,Tata,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Houmman El Fatouaki,Souss-Massa,Tiznit,Tiznit,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Hassan 1er,Souss-Massa,Tiznit,Tiznit,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Assa,Guelmim-Oued Noun,Assa-zag,Assa,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Bouizakaren,Guelmim-Oued Noun,Guelmim,Bouizakarne,HPr,Hôpital de Proximité,Hôpital,"Médecine générale,Soins d'urgence,Laboratoire,Pédiatrie"
Guelmim,Guelmim-Oued Noun,Guelmim,Guelmim,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
Sidi Ifni,Guelmim-Oued Noun,Sidi Ifni,Sidi Ifni,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Hassan II,Guelmim-Oued Noun,Tan Tan,Tan Tan,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Boujdour,Laayoune-Sakia El Hamra,Boujdour,Boujdour,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Es-Smara,Laayoune-Sakia El Hamra,Es Semara,Es-semara,HP,Hôpital Préfectoral,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Urgences,Laboratoire,Radiologie"
Laayoune,Laayoune-Sakia El Hamra,Laayoune,Laayoune,CRO,Centre Régional d'Oncologie,Hôpital,"Oncologie,Chimiothérapie,Radiothérapie,Hématologie oncologie"
Hassan II,Laayoune-Sakia El Hamra,Laayoune,Laayoune,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
My Hassan Ben El Mehdi,Laayoune-Sakia El Hamra,Laayoune,Laayoune,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
Hassan II,Eddakhla-Oued Eddahab,Oued Ed-Dahab,Dakhla,HR,Hôpital Régional,Hôpital,"Médecine générale,Chirurgie,Pédiatrie,Gynécologie,Cardiologie,Neurologie,Urgences,Radiologie,Laboratoire,Maternité"
Ajdir (Azghar),Tanger-Tetouan-Al Hoceima,Al Hoceima,Ajdir,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bir Anzarane,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Bades,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Sidi Abid,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Thanaoui,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bir Anzarane,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hommane El Fatouaki,Tanger-Tetouan-Al Hoceima,Al Hoceima,Targuist,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Targuist,Tanger-Tetouan-Al Hoceima,Al Hoceima,Targuist,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Imzouren,Tanger-Tetouan-Al Hoceima,Al Hoceima,Imzouren,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bni Bouayach-II,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Bouayach,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bni Bouayach,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Bouayach,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Abdellah Hamou,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Al Harchi,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Laboratoire (Siaap),Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Bir Anzarane,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
CALABONITA,Tanger-Tetouan-Al Hoceima,Al Hoceima,Al Hoceima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Toufist,Tanger-Tetouan-Al Hoceima,Al Hoceima,Senada,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Senada,Tanger-Tetouan-Al Hoceima,Al Hoceima,Senada,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Agni,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Boufrah,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bni Boufrah,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Boufrah,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
El  Hamri Omar,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Gmil Maksouline,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bni Gmil Maksouline,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Gmil Maksouline,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ibarranen,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Gmil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
B. Gmil Mestassa,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Gmil,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouaadia,Tanger-Tetouan-Al Hoceima,Al Hoceima,Arbaa Taourirt,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tifarouine (Ait Taa),Tanger-Tetouan-Al Hoceima,Al Hoceima,Tifarouine,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Chakrane,Tanger-Tetouan-Al Hoceima,Al Hoceima,Chakrane,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tazourakht,Tanger-Tetouan-Al Hoceima,Al Hoceima,Nekkour,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Nekkour,Tanger-Tetouan-Al Hoceima,Al Hoceima,Nekkour,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Arbaa Taourirt,Tanger-Tetouan-Al Hoceima,Al Hoceima,Arbaa Taourirt,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Louta,Tanger-Tetouan-Al Hoceima,Al Hoceima,Louta,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait youssef ou Ali(S.Bouafif),Tanger-Tetouan-Al Hoceima,Al Hoceima,Ait Youssef Ou Ali,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Azaghar (A. Youssef Ouali),Tanger-Tetouan-Al Hoceima,Al Hoceima,Ait Youssef Ou Ali,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tamassint,Tanger-Tetouan-Al Hoceima,Al Hoceima,Imrabten,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bab Stot,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Bchir,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Zarkat,Tanger-Tetouan-Al Hoceima,Al Hoceima,Zarkt,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sidi Boutmim,Tanger-Tetouan-Al Hoceima,Al Hoceima,Sidi Boutmim,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Ammart,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Ammart,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sidi Bouzineb,Tanger-Tetouan-Al Hoceima,Al Hoceima,Sidi Bouzineb,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Admam,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Ahmed Imoukzan,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Bounsar,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Bounsar,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taghzout,Tanger-Tetouan-Al Hoceima,Al Hoceima,Taghzout,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tabarrant,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Bouchibet,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamsaout,Tanger-Tetouan-Al Hoceima,Al Hoceima,Tamsaout,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Attout,Tanger-Tetouan-Al Hoceima,Al Hoceima,Ketama,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tamlouguit,Tanger-Tetouan-Al Hoceima,Al Hoceima,Ketama,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tlet Ketama,Tanger-Tetouan-Al Hoceima,Al Hoceima,Ketama,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
My Ahmed cherif,Tanger-Tetouan-Al Hoceima,Al Hoceima,Moulay Ahmed Cherif,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Azila,Tanger-Tetouan-Al Hoceima,Al Hoceima,Issaguen,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Issaguen,Tanger-Tetouan-Al Hoceima,Al Hoceima,Issaguen,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Beni Ahmed,Tanger-Tetouan-Al Hoceima,Al Hoceima,Abdelghaya Souahel,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ikaouen,Tanger-Tetouan-Al Hoceima,Al Hoceima,Abdelghaya Souahel,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Zekri,Tanger-Tetouan-Al Hoceima,Al Hoceima,Ait Kamra,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tazaghine,Tanger-Tetouan-Al Hoceima,Al Hoceima,Ait Kamra,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Izemmouren,Tanger-Tetouan-Al Hoceima,Al Hoceima,Izemmouren,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tala Youssef,Tanger-Tetouan-Al Hoceima,Al Hoceima,Izemmouren,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Zaouyat Sidi Abdelkader,Tanger-Tetouan-Al Hoceima,Al Hoceima,Zaouiat Sidi Abdelkader,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bni Abdellah,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Abdallah,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bousalah,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Abdallah,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bni Hadifa,Tanger-Tetouan-Al Hoceima,Al Hoceima,Bni Hadifa,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
S.Abdelkader,Tanger-Tetouan-Al Hoceima,Al Hoceima,Zaouiat Sidi Abdelkader,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Kamra,Tanger-Tetouan-Al Hoceima,Al Hoceima,Ait Kamra,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Rouadi,Tanger-Tetouan-Al Hoceima,Al Hoceima,Rouadi,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tawasarte,Tanger-Tetouan-Al Hoceima,Al Hoceima,Rouadi,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ain el houzi,Tanger-Tetouan-Al Hoceima,Chefchaouen,Chefchaouen,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Chafchaouen,Tanger-Tetouan-Al Hoceima,Chefchaouen,Chefchaouen,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Ain El Houzi,Tanger-Tetouan-Al Hoceima,Chefchaouen,Chefchaouen,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Haouta,Tanger-Tetouan-Al Hoceima,Chefchaouen,Chefchaouen,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Bab El Ain,Tanger-Tetouan-Al Hoceima,Chefchaouen,Chefchaouen,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Gharouzime,Tanger-Tetouan-Al Hoceima,Chefchaouen,Chefchaouen,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Tamorot,Tanger-Tetouan-Al Hoceima,Chefchaouen,Tamorot,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Maouassif,Tanger-Tetouan-Al Hoceima,Chefchaouen,Tamorot,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Hadaka,Tanger-Tetouan-Al Hoceima,Chefchaouen,Tamorot,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bab Berred,Tanger-Tetouan-Al Hoceima,Chefchaouen,Bab Berred,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Laanacer,Tanger-Tetouan-Al Hoceima,Chefchaouen,Bab Berred,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Iounane,Tanger-Tetouan-Al Hoceima,Chefchaouen,Iounane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Aaloui,Tanger-Tetouan-Al Hoceima,Chefchaouen,Iounane,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
